,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,energy_0,energy_45,energy_90,energy_135,label
0,0.8610064615859461,0.7724078455059575,0.8575885659400619,0.936561967441088,0.11066383546479298,0.09863309569558443,0.11507626891867369,0.12939048133859207,403.99120150956605,662.2708036667851,414.27672459189,184.51332769668932,0.01862098125275641,0.01704368598458815,0.01851648415036485,0.020361811274669284,SIRIH1
